cutoff,candidate,target,horizon,model,mape
2025-04-18 00:00:00,half_life_30d,generator_all,6,persistence,0.037470871292010516
2025-04-18 00:00:00,half_life_30d,generator_all,6,ema,0.04033840168095113
2025-04-18 00:00:00,half_life_30d,generator_all,6,seasonal,0.14081436595559269
2025-04-18 00:00:00,half_life_30d,generator_all,6,lgb_residual,0.03702928352689558
2025-04-18 00:00:00,half_life_30d,generator_all,6,cat_residual,0.035682598636550204
2025-04-18 00:00:00,half_life_30d,generator_all,6,learned_mean,0.0362603183544766
2025-04-18 00:00:00,half_life_30d,generator_all,7,persistence,0.041090605716917195
2025-04-18 00:00:00,half_life_30d,generator_all,7,ema,0.043966311855655305
2025-04-18 00:00:00,half_life_30d,generator_all,7,seasonal,0.14160755137078165
2025-04-18 00:00:00,half_life_30d,generator_all,7,lgb_residual,0.03985979130946565
2025-04-18 00:00:00,half_life_30d,generator_all,7,cat_residual,0.03922198331865485
2025-04-18 00:00:00,half_life_30d,generator_all,7,learned_mean,0.03937881901945641
2025-04-18 00:00:00,half_life_30d,generator_all,8,persistence,0.04463086453313329
2025-04-18 00:00:00,half_life_30d,generator_all,8,ema,0.04725330877801536
2025-04-18 00:00:00,half_life_30d,generator_all,8,seasonal,0.1426808850891005
2025-04-18 00:00:00,half_life_30d,generator_all,8,lgb_residual,0.044364358704990926
2025-04-18 00:00:00,half_life_30d,generator_all,8,cat_residual,0.04432399725743741
2025-04-18 00:00:00,half_life_30d,generator_all,8,learned_mean,0.044271889102887714
2025-04-18 00:00:00,half_life_30d,generator_all,12,persistence,0.05519852633664853
2025-04-18 00:00:00,half_life_30d,generator_all,12,ema,0.05678894515213384
