target,horizon,model,mape,scored,cutoff
generator_all,12,persistence,0.05519852633664853,192,2025-04-18 00:00:00
generator_all,16,persistence,0.06432054145012113,192,2025-04-18 00:00:00
generator_all,24,persistence,0.07964753263336162,192,2025-04-18 00:00:00
generator_all,32,persistence,0.09613470829116366,192,2025-04-18 00:00:00
generator_all,48,persistence,0.13524256379255015,192,2025-04-18 00:00:00
generator_all,64,persistence,0.17968164480900015,192,2025-04-18 00:00:00
generator_all,72,persistence,0.19974708645371997,192,2025-04-18 00:00:00
generator_all,96,persistence,0.2195812733844803,192,2025-04-18 00:00:00
generator_1,1,shared_horizon_lgb,0.07912878204068824,192,2025-04-18 00:00:00
generator_1,2,shared_horizon_lgb,0.08381781066144568,192,2025-04-18 00:00:00
generator_1,3,shared_horizon_lgb,0.08717868261601043,192,2025-04-18 00:00:00
generator_1,4,shared_horizon_lgb,0.09107034052051026,192,2025-04-18 00:00:00
generator_1,5,shared_horizon_lgb,0.09438000843527283,192,2025-04-18 00:00:00
generator_1,6,shared_horizon_lgb,0.09773621715887781,192,2025-04-18 00:00:00
generator_1,7,shared_horizon_lgb,0.1010755568888977,192,2025-04-18 00:00:00
generator_1,8,shared_horizon_lgb,0.10334301440486438,192,2025-04-18 00:00:00
generator_1,12,shared_horizon_lgb,0.11378091158257407,192,2025-04-18 00:00:00
generator_1,16,shared_horizon_lgb,0.1273005966594822,192,2025-04-18 00:00:00
generator_1,24,shared_horizon_lgb,0.14790434956472479,192,2025-04-18 00:00:00
generator_1,32,shared_horizon_lgb,0.16474288401816178,192,2025-04-18 00:00:00
generator_1,48,shared_horizon_lgb,0.19291551243658436,192,2025-04-18 00:00:00
generator_1,64,shared_horizon_lgb,0.22197292987929837,192,2025-04-18 00:00:00
generator_1,72,shared_horizon_lgb,0.22669287085690168,192,2025-04-18 00:00:00
generator_1,96,shared_horizon_lgb,0.23111092755592563,192,2025-04-18 00:00:00
generator_all,1,shared_horizon_lgb,0.050487333678308176,192,2025-04-18 00:00:00
generator_all,2,shared_horizon_lgb,0.052131744630865305,192,2025-04-18 00:00:00
generator_all,3,shared_horizon_lgb,0.054949988837658705,192,2025-04-18 00:00:00
generator_all,4,shared_horizon_lgb,0.058413996116084665,192,2025-04-18 00:00:00
generator_all,5,shared_horizon_lgb,0.061899160689844156,192,2025-04-18 00:00:00
generator_all,6,shared_horizon_lgb,0.06399751040463748,192,2025-04-18 00:00:00
generator_all,7,shared_horizon_lgb,0.07029694853738046,192,2025-04-18 00:00:00
generator_all,8,shared_horizon_lgb,0.07500090638549549,192,2025-04-18 00:00:00
generator_all,12,shared_horizon_lgb,0.08615734848487505,192,2025-04-18 00:00:00
generator_all,16,shared_horizon_lgb,0.09262630775532839,192,2025-04-18 00:00:00
generator_all,24,shared_horizon_lgb,0.09926235201895058,192,2025-04-18 00:00:00
generator_all,32,shared_horizon_lgb,0.11550354284062013,192,2025-04-18 00:00:00
generator_all,48,shared_horizon_lgb,0.1398441387328225,192,2025-04-18 00:00:00
generator_all,64,shared_horizon_lgb,0.17177033835229757,192,2025-04-18 00:00:00
generator_all,72,shared_horizon_lgb,0.1836674042938582,192,2025-04-18 00:00:00
generator_all,96,shared_horizon_lgb,0.18812651617299056,192,2025-04-18 00:00:00
generator_1,1,persistence,0.02401580692583923,192,2025-04-18 00:00:00
generator_1,2,persistence,0.03474153368294345,192,2025-04-18 00:00:00
generator_1,3,persistence,0.040630106921016984,192,2025-04-18 00:00:00
generator_1,4,persistence,0.04814737840543265,192,2025-04-18 00:00:00
generator_1,5,persistence,0.05604040020286354,192,2025-04-18 00:00:00
generator_1,6,persistence,0.062282726111680536,192,2025-04-18 00:00:00
generator_1,7,persistence,0.06840989761921078,192,2025-04-18 00:00:00
generator_1,8,persistence,0.07312403115354368,192,2025-04-18 00:00:00
generator_1,12,persistence,0.08849010552376964,192,2025-04-18 00:00:00
generator_1,16,persistence,0.10435389430450603,192,2025-04-18 00:00:00
generator_1,24,persistence,0.12457879550224,192,2025-04-18 00:00:00
generator_1,32,persistence,0.13328272860481158,192,2025-04-18 00:00:00
generator_1,48,persistence,0.1650718011430926,192,2025-04-18 00:00:00
generator_1,64,persistence,0.19512425484554885,192,2025-04-18 00:00:00
generator_1,72,persistence,0.19837559140232996,192,2025-04-18 00:00:00
generator_1,96,persistence,0.18854713519983002,192,2025-04-18 00:00:00
generator_all,1,persistence,0.012610410711453345,192,2025-04-18 00:00:00
generator_all,2,persistence,0.019055764592194883,192,2025-04-18 00:00:00
generator_all,3,persistence,0.023513436075871686,192,2025-04-18 00:00:00
generator_all,4,persistence,0.028157963242909385,192,2025-04-18 00:00:00
generator_all,5,persistence,0.03331955650529873,192,2025-04-18 00:00:00
generator_all,6,persistence,0.037470871292010516,192,2025-04-18 00:00:00
generator_all,7,persistence,0.041090605716917195,192,2025-04-18 00:00:00
generator_all,8,persistence,0.04463086453313329,192,2025-04-18 00:00:00
generator_all,12,persistence,0.05519852633664853,192,2025-04-18 00:00:00
generator_all,16,persistence,0.06432054145012113,192,2025-04-18 00:00:00
generator_all,24,persistence,0.07964753263336162,192,2025-04-18 00:00:00
generator_all,32,persistence,0.09613470829116366,192,2025-04-18 00:00:00
generator_all,48,persistence,0.13524256379255015,192,2025-04-18 00:00:00
generator_all,64,persistence,0.17968164480900015,192,2025-04-18 00:00:00
generator_all,72,persistence,0.19974708645371997,192,2025-04-18 00:00:00
generator_all,96,persistence,0.2195812733844803,192,2025-04-18 00:00:00
generator_1,1,ema,0.029922158802882917,192,2025-04-18 00:00:00
generator_1,2,ema,0.03902237762462346,192,2025-04-18 00:00:00
generator_1,3,ema,0.04658687487198052,192,2025-04-18 00:00:00
generator_1,4,ema,0.05409663747980503,192,2025-04-18 00:00:00
generator_1,5,ema,0.06030449450606429,192,2025-04-18 00:00:00
generator_1,6,ema,0.06631375623144961,192,2025-04-18 00:00:00
generator_1,7,ema,0.07200964079829568,192,2025-04-18 00:00:00
generator_1,8,ema,0.07678053939915276,192,2025-04-18 00:00:00
generator_1,12,ema,0.0928180305429603,192,2025-04-18 00:00:00
generator_1,16,ema,0.10679012765296929,192,2025-04-18 00:00:00
generator_1,24,ema,0.12427460222723476,192,2025-04-18 00:00:00
generator_1,32,ema,0.1322960036871023,192,2025-04-18 00:00:00
generator_1,48,ema,0.16726499468917713,192,2025-04-18 00:00:00
generator_1,64,ema,0.19596448431317426,192,2025-04-18 00:00:00
generator_1,72,ema,0.19800709475843484,192,2025-04-18 00:00:00
generator_1,96,ema,0.1904902025369398,192,2025-04-18 00:00:00
generator_all,1,ema,0.016797285434878052,192,2025-04-18 00:00:00
generator_all,2,ema,0.022629115120149687,192,2025-04-18 00:00:00
generator_all,3,ema,0.027401700887386637,192,2025-04-18 00:00:00
generator_all,4,ema,0.03216532311399587,192,2025-04-18 00:00:00
generator_all,5,ema,0.03643765040378829,192,2025-04-18 00:00:00
generator_all,6,ema,0.04033840168095113,192,2025-04-18 00:00:00
generator_all,7,ema,0.043966311855655305,192,2025-04-18 00:00:00
generator_all,8,ema,0.04725330877801536,192,2025-04-18 00:00:00
generator_all,12,ema,0.05678894515213384,192,2025-04-18 00:00:00
generator_all,16,ema,0.06514673223345822,192,2025-04-18 00:00:00
generator_all,24,ema,0.08178645714668557,192,2025-04-18 00:00:00
generator_all,32,ema,0.09849757469470799,192,2025-04-18 00:00:00
generator_all,48,ema,0.1387783071550977,192,2025-04-18 00:00:00
generator_all,64,ema,0.18300480288818788,192,2025-04-18 00:00:00
generator_all,72,ema,0.20275134588304441,192,2025-04-18 00:00:00
generator_all,96,ema,0.21899645664334788,192,2025-04-18 00:00:00
generator_1,1,seasonal,0.3800885964424989,192,2025-04-18 00:00:00
generator_1,2,seasonal,0.3797215604972186,192,2025-04-18 00:00:00
generator_1,3,seasonal,0.3791502723644429,192,2025-04-18 00:00:00
generator_1,4,seasonal,0.3784381064639615,192,2025-04-18 00:00:00
generator_1,5,seasonal,0.37731780963621847,192,2025-04-18 00:00:00
generator_1,6,seasonal,0.37670637397887413,192,2025-04-18 00:00:00
generator_1,7,seasonal,0.3759196769200472,192,2025-04-18 00:00:00
generator_1,8,seasonal,0.3754558162886501,192,2025-04-18 00:00:00
generator_1,12,seasonal,0.37432315145941564,192,2025-04-18 00:00:00
generator_1,16,seasonal,0.37018005643329,192,2025-04-18 00:00:00
generator_1,24,seasonal,0.3545178999854055,192,2025-04-18 00:00:00
generator_1,32,seasonal,0.34175914956906867,192,2025-04-18 00:00:00
generator_1,48,seasonal,0.3032727456641808,192,2025-04-18 00:00:00
generator_1,64,seasonal,0.2646945251418245,192,2025-04-18 00:00:00
generator_1,72,seasonal,0.24750720848273203,192,2025-04-18 00:00:00
generator_1,96,seasonal,0.18854713519983002,192,2025-04-18 00:00:00
generator_all,1,seasonal,0.13668283071126472,192,2025-04-18 00:00:00
generator_all,2,seasonal,0.13769632604043533,192,2025-04-18 00:00:00
generator_all,3,seasonal,0.1385498920520429,192,2025-04-18 00:00:00
generator_all,4,seasonal,0.13943818201085725,192,2025-04-18 00:00:00
generator_all,5,seasonal,0.14007491930666063,192,2025-04-18 00:00:00
generator_all,6,seasonal,0.14081436595559269,192,2025-04-18 00:00:00
generator_all,7,seasonal,0.14160755137078165,192,2025-04-18 00:00:00
generator_all,8,seasonal,0.1426808850891005,192,2025-04-18 00:00:00
generator_all,12,seasonal,0.14563696894339442,192,2025-04-18 00:00:00
generator_all,16,seasonal,0.1500701654540343,192,2025-04-18 00:00:00
generator_all,24,seasonal,0.1627002821902939,192,2025-04-18 00:00:00
generator_all,32,seasonal,0.17685720861378276,192,2025-04-18 00:00:00
